concept_id,concept_code,concept_name,vocabulary_id,cluster,category
37109945,723917005,Dangerously low body weight co-occurrent and due to anorexia nervosa of restricting type,SNOMED,Avoidant/Restrictive Food Intake,Eating and Feeding Disorders
439002,72366004,Eating disorder,SNOMED,Avoidant/Restrictive Food Intake,Eating and Feeding Disorders
4144892,427469003,Eating disorder in remission,SNOMED,Avoidant/Restrictive Food Intake,Eating and Feeding Disorders
46271817,710072005,Female athlete triad,SNOMED,Avoidant/Restrictive Food Intake,Eating and Feeding Disorders
442165,79890006,Loss of appetite,SNOMED,Avoidant/Restrictive Food Intake,Eating and Feeding Disorders
4091520,249520001,Self-induced purging,SNOMED,Avoidant/Restrictive Food Intake,Eating and Feeding Disorders
4085361,248118000,Self-induced purging to lose weight,SNOMED,Avoidant/Restrictive Food Intake,Eating and Feeding Disorders
45767550,705001007,Self-induced vomiting to lose weight,SNOMED,Avoidant/Restrictive Food Intake,Eating and Feeding Disorders
37118987,723920002,Significantly low body weight co-occurrent and due to anorexia nervosa of binge-eating purging type,SNOMED,Avoidant/Restrictive Food Intake,Eating and Feeding Disorders
37109947,723919008,Significantly low body weight co-occurrent and due to anorexia nervosa of restricting type,SNOMED,Avoidant/Restrictive Food Intake,Eating and Feeding Disorders
4102984,192450008,Vomiting associated with other psychological disturbances,SNOMED,Avoidant/Restrictive Food Intake,Eating and Feeding Disorders
4333682,231521002,Weight fixation,SNOMED,Avoidant/Restrictive Food Intake,Eating and Feeding Disorders
46285098,962731000000104,Acquired delay in feeding,SNOMED,Other Eating and Feeding Disorder,Eating and Feeding Disorders
36716719,722877006,Adult rumination syndrome of ingested food,SNOMED,Other Eating and Feeding Disorder,Eating and Feeding Disorders
4143677,426881004,Developmental delay in feeding,SNOMED,Other Eating and Feeding Disorder,Eating and Feeding Disorders
42689695,1067201000000106,Eating disorder co-occurrent with diabetes mellitus type 1,SNOMED,Other Eating and Feeding Disorder,Eating and Feeding Disorders
4250314,74142004,Feeding disorder of infancy OR early childhood,SNOMED,Other Eating and Feeding Disorder,Eating and Feeding Disorders
4103560,192016008,Non-organic infant feeding disturbance,SNOMED,Other Eating and Feeding Disorder,Eating and Feeding Disorders
437839,14077003,Pica,SNOMED,Other Eating and Feeding Disorder,Eating and Feeding Disorders
4100683,192631000,Pica of infancy and childhood,SNOMED,Other Eating and Feeding Disorder,Eating and Feeding Disorders
4105192,192630004,Psychogenic feeding disorder of infancy and childhood,SNOMED,Other Eating and Feeding Disorder,Eating and Feeding Disorders
436390,192014006,Psychogenic rumination,SNOMED,Other Eating and Feeding Disorder,Eating and Feeding Disorders
441546,37224001,Psychogenic vomiting,SNOMED,Other Eating and Feeding Disorder,Eating and Feeding Disorders
4242221,37941009,Rumination disorder,SNOMED,Other Eating and Feeding Disorder,Eating and Feeding Disorders
4262968,36039004,Rumination disorder of infancy,SNOMED,Other Eating and Feeding Disorder,Eating and Feeding Disorders
440695,302690004,Encopresis,SNOMED,Encopresis,Elimination Disorders
440695,302690004,Encopresis,SNOMED,Encopresis,Elimination Disorders
4218933,73149003,Encopresis with constipation AND overflow incontinence,SNOMED,Encopresis,Elimination Disorders
4235874,90613007,Encopresis without constipation AND without overflow incontinence,SNOMED,Encopresis,Elimination Disorders
4118980,302752001,Functional encopresis,SNOMED,Encopresis,Elimination Disorders
45770268,925701000000107,Functional urinary and faecal incontinence,SNOMED,Encopresis,Elimination Disorders
4102964,192024003,Non-organic continuous encopresis,SNOMED,Encopresis,Elimination Disorders
4103562,192025002,Non-organic discontinuous encopresis,SNOMED,Encopresis,Elimination Disorders
763018,435071000124109,Organic encopresis,SNOMED,Encopresis,Elimination Disorders
4085324,18576006,Primary functional encopresis,SNOMED,Encopresis,Elimination Disorders
45771204,145161000119101,Primary organic encopresis,SNOMED,Encopresis,Elimination Disorders
4247678,73091004,Secondary functional encopresis,SNOMED,Encopresis,Elimination Disorders
45757463,145151000119103,Secondary organic encopresis,SNOMED,Encopresis,Elimination Disorders
4143059,267054006,Soiling - encopresis,SNOMED,Encopresis,Elimination Disorders
4085233,281862002,Daytime enuresis,SNOMED,Enuresis,Elimination Disorders
4336703,8702009,Diurnal only enuresis,SNOMED,Enuresis,Elimination Disorders
4009183,111478000,Nocturnal AND diurnal enuresis,SNOMED,Enuresis,Elimination Disorders
193874,8009008,Nocturnal enuresis,SNOMED,Enuresis,Elimination Disorders
42872849,450844008,Non-organic nocturnal enuresis,SNOMED,Enuresis,Elimination Disorders
42872847,450842007,Non-organic primary nocturnal enuresis,SNOMED,Enuresis,Elimination Disorders
42872848,450843002,Non-organic secondary nocturnal enuresis,SNOMED,Enuresis,Elimination Disorders
42872850,450845009,Primary nocturnal enuresis,SNOMED,Enuresis,Elimination Disorders
42872851,450846005,Secondary nocturnal enuresis,SNOMED,Enuresis,Elimination Disorders
4172646,42112009,Urinary incontinence of non-organic origin,SNOMED,Enuresis,Elimination Disorders
4284694,67123006,"Adult gender identity disorder, sexually attracted to both sexes",SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
4182401,54417002,"Adult gender identity disorder, sexually attracted to females",SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
4244266,59216005,"Adult gender identity disorder, sexually attracted to males",SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
4247437,61180001,"Adult gender identity disorder, sexually attracted to neither sex",SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
43021205,472989003,Dual-role transvestism,SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
434903,52813007,Ego-dystonic sexual orientation,SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
4246663,93461009,Gender dysphoria,SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
37108765,12277711000119108,Gender dysphoria in adolescence and adulthood,SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
37117130,12277671000119109,Gender dysphoria in childhood,SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
4338512,87991007,Gender identity disorder,SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
432306,57715001,Gender identity disorder of adolescence,SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
4148387,3503000,"Gender identity disorder of adolescence, previously asexual",SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
4288747,68963006,"Gender identity disorder of adolescence, previously heterosexual",SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
4148284,30509009,"Gender identity disorder of adolescence, previously homosexual",SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
443625,18003009,Gender identity disorder of adulthood,SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
4178421,50878001,"Gender identity disorder of adulthood, previously asexual",SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
4029638,13670005,"Gender identity disorder of adulthood, previously heterosexual",SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
4300404,77815007,"Gender identity disorder of adulthood, previously homosexual",SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
436381,5095008,Gender identity disorder of childhood,SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
4281692,66936004,Identity disorder,SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
43021157,472945003,Previously asexual transsexual,SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
43021158,472946002,Previously heterosexual transsexual,SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
43021960,472947006,Previously homosexual transsexual,SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
439701,191787001,Psychosexual identity disorder,SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
4231241,407374003,Transsexual,SNOMED,Gender Dysphoria,Gender Dysphoria/Sexual Dysfunction
35622915,765151006,Asphyxiophilia,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
438999,81463002,Bestiality,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
37119152,724743008,Coercive sexual sadism,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4206626,56034001,Compulsive exhibitionism,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4323967,70922000,Compulsive pedophilia,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4276364,65410009,Compulsive sexual masochism,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4058242,19922006,Compulsive sexual sadism,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4150969,31358003,Coprophilia,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4196910,79524000,Ecouteurism,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4261769,45994004,Erotic vomiting,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4230498,89248000,Erotic zoophilia,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4092153,280949006,Erotomania,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
437840,58349009,Exhibitionism,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
437531,59174009,Fetishism,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
43021197,472981000,Fetishistic transvestism,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4187347,41524005,Flagellantism,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4085358,248103001,Flashing,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4269780,62491004,Frotteurism,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4310814,8522006,Klismaphilia,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4188046,46432001,Lecherism,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4262218,45924006,Necrophilia,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4210314,56095002,Necrosadism,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4086118,18573003,Obsessional erotomania,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4173740,50299009,Paraphilia,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
37110485,724744002,Paraphilia involving non-consenting individual,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
37110486,724745001,Paraphilia involving solitary behavior or consenting individuals,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4299520,77332003,Partialism,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4137126,32410009,Pederasty,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
441550,84002002,Pedophilia,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
35622882,765108007,Pedophilia targeting children of female sex,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
35622883,765109004,Pedophilia targeting children of male sex,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4093747,25971005,"Pedophilia, exclusive type",SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4170232,48309007,"Pedophilia, nonexclusive type",SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4236334,9083002,"Pedophilia, opposite sex",SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4187678,46023009,"Pedophilia, same AND opposite sex",SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4281982,67227000,"Pedophilia, same sex",SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4265822,36262007,Pygmalionism,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4318861,95636001,Sadomasochism,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
35622884,765110009,Sexual arousal by exposure of genitals to non-consenting person,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
35622885,765111008,Sexual arousal by exposure of genitals to non-consenting postpubertal person,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
35608126,765399000,Sexual arousal by exposure of genitals to non-consenting prepubertal and postpubertal person,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
35622886,765112001,Sexual arousal by exposure of genitals to non-consenting prepubertal person,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
436674,51239001,Sexual masochism,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4102153,2815001,Sexual pyromania,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
442352,59394009,Sexual sadism,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4240357,58855008,Symptomatic exhibitionism,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4048999,15840001,Symptomatic fetishism,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4029555,10783000,Symptomatic pedophilia,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4167336,48046002,Symptomatic sexual masochism,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4009649,111486000,Symptomatic sexual sadism,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4057839,18186001,True compulsive fetishism,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4271179,62792007,Urophilia,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
434624,63835008,Voyeurism,SNOMED,Paraphilia,Gender Dysphoria/Sexual Dysfunction
4237140,56925008,Abnormal sexual function,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
42536677,735625001,Acquired generalized anorgasmia,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
42536678,735626000,Acquired situational anorgasmia,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
4302744,78524005,Alcohol-induced sexual dysfunction,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
4324394,70932007,Amphetamine-induced sexual dysfunction,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
4313135,8686000,Cocaine-induced sexual dysfunction,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
4165890,41196008,Dhat,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
4148092,268724009,Excessive sexual drive,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
4152169,268723003,Failure of genital response,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
4262519,46372006,Female sexual arousal disorder,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
4313860,86571001,Finding related to maturity of sexuality,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
4216771,397803000,Impotence,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
442749,60103007,Inhibited female orgasm,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
444268,81903006,Inhibited male orgasm,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
443262,270903007,Lack or loss of sexual desire,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
42536679,735627009,Lifelong generalized anorgasmia,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
42536680,735628004,Lifelong situational anorgasmia,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
4323580,71328000,Opioid-induced sexual dysfunction,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
4221288,82636008,Orgasm disorder,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
42538745,762522008,Penoscrotodynia,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
434319,44001008,Premature ejaculation,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
436666,56627002,Psychosexual disorder,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
440068,268637002,Psychosexual dysfunction,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
40482659,442243005,Psychosexual dysfunction associated with inhibited libido,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
44782768,153151000119100,Psychosexual dysfunction associated with inhibited sexual excitement,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
4048685,12380008,"Sedative, hypnotic AND/OR anxiolytic-induced sexual dysfunction",SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
4250163,74007000,Sexual arousal disorder,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
4208120,55728007,Sexual aversion disorder,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
4186941,46762006,Sexual desire disorder,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
4335174,231532002,Sexual disorder,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
4137236,425528008,Sexual dysfunction due to substance,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
35623653,766068002,Sexual relationship problem,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
4236975,5664002,Situational hypoactive sexual desire disorder,SNOMED,Sexual Dysfunction,Gender Dysphoria/Sexual Dysfunction
4107880,284706008,Banging own head against object,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4113147,284707004,Banging own head against own body parts,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4109541,284708009,Biting own arm,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4108923,285137009,Biting own fingers,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4087308,248069002,Biting own hand,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4111073,285138004,Biting own toes,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4109542,284709001,Biting own tongue,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4085350,248072009,Biting self,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4107881,284710006,Biting sides of own cheeks,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4109836,284694008,Breaking own bones,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4109846,284744004,Burning self,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4144188,307578000,Cutting own wrists,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4087311,248073004,Cutting self,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4109657,284752001,Damaging own wounds,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4299968,403583006,Deliberate self-cutting,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4194852,43954004,Head-banging,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4087309,248070001,Head-hitting,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4113157,284756003,Hitting self,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4113154,284742000,Inserting foreign bodies into own orifices,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4139239,307051006,Inserting objects into wound,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4202499,53711006,Intentional injury,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4231972,406554000,Low risk of harm to self,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4109851,284763003,Nipping self,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4301155,403585004,Patch test artifact,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4109659,284760000,Picking own skin,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4113160,284764009,Pinching self,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4295158,401230005,Plans for deliberate self harm without intent,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4109658,284755004,Poking fingers into wound,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4069159,173544001,Poking own eyes,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4301154,403581008,Pseudostigmata,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4109850,284754000,Pulling out sutures,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4113142,284695009,Pulling own teeth out,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4108013,284757007,Punching self,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4295323,403580009,Religious stigmata,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4107878,284696005,Removing own nails,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4108012,284753006,Reopening scars,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4033045,238958004,Repetitive self-excoriation,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4108014,284761001,Rubbing own skin,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4092413,248071002,Scratches self,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4002839,110286006,Self abuse,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
40318751,158113001,Self inflicted injury,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
439235,276853009,Self inflicted injury,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
45768794,707302008,Self inflicted injury of lip,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4319560,219152002,Self inflicted lacerations to wrist,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4055128,242853001,Self injury by cigarette burn,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4148580,269729005,Self injury with external chemical burn,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
40485432,444174002,Self-administered manual lymphatic drainage,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4085349,248061004,Self-harm,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4109835,284693002,Self-inducing a prolapse,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
140624,403582001,Self-inflicted caustic burn,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4262097,45884008,Self-inflicted injury,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4168859,274949005,Self-inflicted skin lesions,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4092412,248068005,Self-inflicted skin problems,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4295175,403474003,Self-inflicted trauma involving penis,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4092411,248062006,Self-injurious behavior,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4035677,130968006,Self-mutilation,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4087307,248067000,Self-mutilation of ears,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4084893,248066009,Self-mutilation of eyes,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4107876,284690004,Self-mutilation of genitalia,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4084891,248064007,Self-mutilation of hands,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4084892,248065008,Self-mutilation of penis,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
44790275,198151000000108,Self-ref minor injuries clinic,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
443275,285142001,Self-scalding,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4113158,284758002,Slapping self,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4109539,284699003,Stripping own skin,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4109845,284743005,Throwing self onto floor,SNOMED,Parasuicidality,Intentional Self-Harm/Suicidality
4029330,13754002,"2,4-Dichlorophenoxyacetic acid poisoning",SNOMED,Suicidality,Intentional Self-Harm/Suicidality
4084016,241789003,"2,4,5-T causing toxic effect",SNOMED,Suicidality,Intentional Self-Harm/Suicidality
4269892,401206008,At risk for deliberate self harm,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
40295479,129712007,At risk for suicide,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
4021336,225444004,At risk for suicide,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
45767061,704357004,At risk of self-injurious behavior,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
40318309,158066001,Attempt suicide - car exhaust,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
443255,269808005,Attempt suicide - car exhaust,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
40318308,158065002,Attempt suicide - domestic gas,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
4126079,288311002,Attempt suicide - domestic gas,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
40318315,158071008,Attempted suicide - cut/stab,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
40318312,158069008,Attempted suicide - drowning,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
443276,287183002,Attempted suicide - drowning,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
40318313,158070009,Attempted suicide - firearms,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
434849,287184008,Attempted suicide - firearms,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
40318310,158067005,Attempted suicide - hanging,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
443278,287181000,Attempted suicide - hanging,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
40318316,158072001,Attempted suicide - jumping from a high place,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
436605,287186005,Attempted suicide - jumping from a high place,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
40318311,158068000,Attempted suicide - suffocation,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
443277,287182007,Attempted suicide - suffocation,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
40318317,158073006,Attempted suicide NOS,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
4119224,287187001,Attempted suicide NOS,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
4076657,225045006,Cutting own throat,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
4075235,225050000,Drowning self,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
40318319,158075004,Drug overdose - suicide,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
4167237,274228002,Drug overdose - suicide,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
4107879,284697001,Eating own flesh,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
4107877,284691000,Enucleation of own eyes,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
4021339,225457007,Feeling suicidal,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
4263922,36153001,First known suicide attempt,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
4326510,428422006,Found hanging self,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
4109540,284702005,Gouging own body parts,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
4067669,174486004,Gouging own eyes,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
4113145,284703000,Gouging own flesh,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
4113146,284705007,Gouging own rectum,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
4114892,285152002,Gouging own vagina,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
4075234,225049000,Hanging self,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
46273080,711561004,Has access to planned means of suicide,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
40561378,392726008,High suicide risk,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
40572444,393681002,High suicide risk,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
4214582,394685004,High suicide risk,SNOMED,Suicidality,Intentional Self-Harm/Suicidality
